text,sentiment,source
don't miss it,positive,imdb
this is a masterful piece of film making with many themes simmering and occasionally boiling over in this warts and all study of the poet's bohemian self indulgent wartime years that span the aerial bombardments of london and the outward tranquillity of a welsh coastal retreat the borderlines between friendship lust and love dedication to art and experience versus practical concerns jealousy rivalry cowardice and egotism versus heroism and self sacrifice and more,positive,imdb
a mature subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances apart from the odd inappropriate smiling that keira knightley is prone to though perhaps under direction this time as the other characters themselves often mention it,positive,imdb
but above all the exquisite visual composition of each moment with inventive and elegant use of close up camera angle and lighting including pointillistic faux home movie footage is a wonder and joy to behold,positive,imdb
it's as continuously beautiful to look at as a bertolucci but the relationships here are more convincing and the narrative more engaging than some of that master's work,positive,imdb
the basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew,negative,imdb
regardless the film fails on most levels,negative,imdb
avoid at all costs,negative,imdb
i saw this film over christmas and what a great film it was,positive,imdb
i thought errol flynn was brilliant as custer and has since become my favourite actor,positive,imdb
his acting alongside olivia de havilland was brilliant and the ending was fantastic,positive,imdb
i had always known that errol flynn was a brilliant actor as he was my dads favourite actor and i grew up watching his films as a child,positive,imdb
but it wasn't until i watched this film that i realised how great he actually was,positive,imdb
i'll give this film 10 out of 10,positive,imdb
i know that jim o'connor was very energetic and that nobody could be as much as him but george was well dull,negative,imdb
he really didn't seem to want to be hosting his voice overs were monotonous didn't get involved with the guests,negative,imdb
lovely little thriller from hitchcock with lots of nice shenanigans surrounding a murdered spy a kidnapped child a nasty church a foreign plot and some random taxidermists,positive,imdb
jimmy stewart is as ever a great hero for hitchcock the story rips along to its cool climax at an embassy function but it lacks the brooding menace of hitchcock's black and white low budget original,positive,imdb
nevertheless yet another wonderful film from the great master's stable,positive,imdb
i have to say that this film was excellently produced and tops the ratings as a typical sci fi film,positive,imdb
excellently produced by one of sci fi's best producers scot vandiver,positive,imdb
but it is entertaining nonetheless,positive,imdb
it's a campy sort of film that's a joy to watch,positive,imdb
there's barely a boring moment in the film and there are plenty of humorous parts,positive,imdb
the cast is always entertaining as usual,positive,imdb
overall a delight,positive,imdb
this movie is so mind bendingly awful it couldn't have even been created,negative,imdb
the film lacks any real scares or tension some of the medical terminology used throughout is a bit iffy to say the least i say that as an insulin dependant diabetic myself,negative,imdb
the least said about the acting the better,negative,imdb
this movie does an excellent job of revealing the complexity of the task and the incredible challenges facing south africa,positive,imdb
i believe every one should see this movie as i think few people outside of south africa understand its past and what is being attempted in the truth and reconciliation process,positive,imdb
nothing short of magnificent photography cinematography in this film,positive,imdb
the acting is fantastic the stories are seamlessly woven together and the dogs are splendid a must rent view or see,positive,imdb
don't be afraid of subtitles its worth a little aversion therapy 10 10,positive,imdb
excellent performance,positive,imdb
there still are good actors around,positive,imdb
also great directing and photography,positive,imdb
very true to shakespear and a 'must' for all shakespear fans,positive,imdb
macbeth jason connery moved me to tears with his final monolog out brief candle out he gave the sphere of moral decay and dark forces a human face which makes it the more interesting,positive,imdb
helen baxendale is a very credible lady macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl but deadly in her taste for blood and evil,positive,imdb
if you love death and decay and shakespears lyrics this is the one,positive,imdb
this is a witty and delightful adaptation of the dr seuss book brilliantly animated by upa's finest and thoroughly deserving of its academy award,positive,imdb
special mention should be made of the superb music score and sound effects which are an integral element in helping to make this such a memorable and enjoyable cartoon,positive,imdb
however paul schrader has indeed made a film about mishima that is both superb complex,positive,imdb
also notable is john bailey's fine crisp beautifully colored cinematography and the great production design costumes by eiko ishioka who went on to do the memorable costumes for coppola's dracula for which she received a well deserved oscar,positive,imdb
even allowing for poor production values for the time 1971 and the format some kind of mini series this is baaaaaad,negative,imdb
unless you're just out to visually collect all extant films of austen's work you can skip this one,negative,imdb
if you do watch it however there are small consolations the actresses playing anne's sisters each do a wonderful job with their roles,positive,imdb
it is not good,negative,imdb
speaking of the music it is unbearably predictably and kitchy,negative,imdb
then the film just dropped the ball,negative,imdb
this is a stunning movie,positive,imdb
raw and sublimely moving,positive,imdb
it felt like a very gripping intelligent stage play but without the overly theatrical feeling one actually gets from watching people on a stage which plays on everyone's terror of a white lie escalating to monstrous consequences,positive,imdb
all of the main players are mesmerising,positive,imdb
tom wilkinson broke my heart at the end and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike,positive,imdb
julian fellowes has triumphed again,positive,imdb
he's a national treasure,positive,imdb
go and see it,positive,imdb
this is an excellent film,positive,imdb
the aerial scenes were well done,positive,imdb
it was also the right balance of war and love,positive,imdb
the film gives meaning to the phrase never in the history of human conflict has so much been owed by so many to so few,positive,imdb
kris kristoffersen is good in this movie and really makes a difference,positive,imdb
a good film by a great director,positive,imdb
this is definitely one of the better documentaries i have seen looking at family relationships and marriage,positive,imdb
there are many continuity errors one other user commented on different cars in the garage joe's glasses the one that got to me the most was the fact joe's facial hair configuration seemed to change from scene to scene,negative,imdb
this is just a great movie,positive,imdb
10 out of 10 stars,positive,imdb
i can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection,negative,imdb
it's so bad it's actually worth seeing just for that reason,negative,imdb
punishment park is a brilliant piece of cinema,positive,imdb
shot in the southern california desert using his patent faux documentary style watkins creates a film like no other,positive,imdb
this is one of peter watkins most accessible films,positive,imdb
i advise you to look out for it,positive,imdb
you wont regret it,positive,imdb
highly recommended a,positive,imdb
well just if you keep thinking how bad it is,negative,imdb
it's a mediocre miserable hollow laughable and predictable piece of garbage,negative,imdb
it's a case of 'so bad it is laughable',negative,imdb
very bad performance plays angela bennett a computer expert who is at home all the time,negative,imdb
it is a film about nothing just a pretext to show ridiculous action scenes,negative,imdb
how awful she is,negative,imdb
but she is still a bad actress repeating her robotic face moves in each of her pictures,negative,imdb
the results well are a shame,negative,imdb
delete this film from your mind,negative,imdb
one of the worst shows of all time,negative,imdb
the show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for,negative,imdb
the fat computer geek was unbelievable the bible thumper the bad ass girl who are these actors,negative,imdb
never heard of any of them except cole who was totally unbelievable in the part,negative,imdb
every time he opened his mouth you expect to hear you see kids pulling the plug was a mercy killing for this horrible show,negative,imdb
the stories were as unbelievable as the actors,negative,imdb
lame would be the best way to describe it,negative,imdb
stanwyck and morgan are perfectly cast in what is in many ways a modern equivalent of dickens' christmas carol in its sensibility,positive,imdb
the success of the film depends on the casting of sydney greenstreet as the alexander yardley character,positive,imdb
the attractive set used throughout most of the film is an eye pleasing gem,positive,imdb
im big fan of rpg games too but this movie its a disgrace to any self respecting rpger there is,negative,imdb
the lines the cuts the audio everything is wrong,negative,imdb
you can find better movies at youtube,negative,imdb
top line don't waste your time and money on this one its as bad as it comes,negative,imdb
a lassie movie which should have been put to sleep forever,negative,imdb
that's how i'd describe this painfully dreary time waster of a film,negative,imdb
so mediocre in every aspect that it just becomes a dull uninteresting mess this is one of the most forgettable movies i've seen,negative,imdb
it isn't even an achievement as a so bad it's good or so bad it's memorable movie,negative,imdb
it's an empty hollow shell of a movie,negative,imdb
seriously it's not worth wasting your or your kid's time on,negative,imdb
avoid avoid avoid,negative,imdb
it will drive you barking mad,negative,imdb
the transfers are very good,positive,imdb
very nice and relaxing late night viewing,positive,imdb
the movie is full of wonderful dancing hence the title,positive,imdb
some great music and terrific scenery,positive,imdb
it handles some tough issues with dignity and grace and of course has shocking spoiler here,positive,imdb
a happy wonderful feel good ending,positive,imdb
the point is the journey a journey that touches every member of the family,positive,imdb
it's one of the movies i need to see whenever it comes on tv never mind the fact that i already have it memorized,positive,imdb
nothing new there,negative,imdb
that was done in the second movie,negative,imdb
the movie has almost no action scenes in it and very little comedy,negative,imdb
the plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted,negative,imdb
what on earth is irons doing in this film,negative,imdb
i just saw this film and i recommend it,positive,imdb
it has a very good plot it holds your complete attention the acting is superb tom wilkinson was fantastic and emily watson was also very good,positive,imdb
a very good film indeed about great and unconditional love,positive,imdb
tom wilkinson's character is a man who is not prepared for the ordeal that is about to begin but he takes the matter in hand as the story progresses and this great actor gives a performance that makes you feel the character's anguish and suffering,positive,imdb
emily watson's character is very strong and she has only to give a quick glance and you understand everything,positive,imdb
despite the pans of reviewers i liked this movie,positive,imdb
in fact i liked it better than interview with a vampire and i liked this lestat stuart townsend better than cruise's attempt,positive,imdb
aailiyah was pretty good as akasha in places compelling her first entrance and mini dance scene,positive,imdb
i'm a big fan of this series mostly due to anne rice's style sensitivities and treatments,positive,imdb
i guess i liked the details of his dysfunction he was believable,positive,imdb
the football scenes at the end were perplexing,negative,imdb
but i thought his acting was skilled,positive,imdb
meredith m was better than all right,positive,imdb
a very charming film with wonderful sentiment and heart,positive,imdb
it is rare when a film maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent,positive,imdb
nine out of ten for a truly lovely film,positive,imdb
this early film from future goremeister lucio fulci is a very good addition to the giallo sub genre,positive,imdb
this is one of the best italian thrillers of the early 70's,positive,imdb
a standout scene,positive,imdb
this scene is very strong and unpleasant,negative,imdb
technically the film is well made with impressive camera work solid acting and effective music from riz ortolani particularly good is a recurring unaccompanied female vocal that sounds like it's coming from a distant hill,positive,imdb
it's still wild stuff though and is highly recommended to fans of giallo cinema,positive,imdb
the movie was very interesting from beginning to the end,positive,imdb
i liked the way dustin hoffman's character was ready to do just about everything to stay with his son,positive,imdb
this movie is also revealing,positive,imdb
personally i think it shows that people should learn to find a compromise them self without involving other people into issue,positive,imdb
and it was boring,negative,imdb
i am so tired of clich s that is just lazy writing and here they come in thick and fast,negative,imdb
ps the only scene in the movie that was cool is when the central character finds her room blown up,positive,imdb
it's a fresh subtle and rather sublime effect,positive,imdb
an italian reviewer called this a small great film and that's right,positive,imdb
all the actors give a wonderful performance especially jennifer rubin as jamie harris who changes from the nervous starlet in the beginning through the strange events she is part of to the cool star,positive,imdb
you learn a lot about the real inside emotions of people in this movie and a lot about the movie business itself,positive,imdb
the movie in movie situations in the beginning and through the game that is played with her by the acting coach are fascinating,positive,imdb
also the music by mark snow is possibly the best score i've ever heard,positive,imdb
you won't forget this movie,positive,imdb
why was this film made,negative,imdb
the film has an ultra cheap look to it,negative,imdb
the result is a film that just don't look right,negative,imdb
none of them are engaging or exciting,negative,imdb
the plot is nonsense that doesn't interest in the slightest way or have any uniqueness to it,negative,imdb
the foreigner is not worth one second of your time,negative,imdb
i saw it as a child on tv back in 1973 when it was the stranger and i loved it,positive,imdb
but the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the cold war and the astronaut's biggest fear is that he has crashed in the ussr,positive,imdb
this movie is so awesome,positive,imdb
i loved it it was really scary,positive,imdb
i love the scream movies and all horror movies and this one ranks way up there,positive,imdb
if you want a real scare rent this one,positive,imdb
10 10,positive,imdb
this is an extraordinary film,positive,imdb
as a courtroom drama it's compelling as an indictment on the american justice system it's frightening,positive,imdb
this film highlights the fundamental flaws of the legal process that it's not about discovering guilt or innocence but rather is about who presents better in court,positive,imdb
the film is well paced understated and one of the best courtroom documentaries i've seen,positive,imdb
this mostly routine fact based tv drama gets a boost from the fine performance by cole,positive,imdb
predictable but not a bad watch,positive,imdb
it was clear that she had the range and ability to pull off this part,positive,imdb
she carries the movie well,positive,imdb
constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations,positive,imdb
it is wonderful and inspiring to watch and i hope that it gets released again on to video or dvd,positive,imdb
how this piece of trash was ever released is beyond me the acting the story the characters the supposedly special effects etc it's all wrong,negative,imdb
in fact this stinker smells like a direct to video release,negative,imdb
avoid at all costs,negative,imdb
star trek v the final frontier is the worst in the series,negative,imdb
the acting from all involved and that includes those like shatner and nimoy is bad and washed out and making them seem as old as they look in real life the special effects are tacky like when spock has to rescue kirk on a jet pack when he falls down from a mountain,negative,imdb
the attempts at humor were pitiful and story is so awful it dosen't bear thinking about which basically involves a vulcan stealing the enterprise to find god seriously i just didn't care about any of this film and oh not to mention uhura does a belly dance to distract male guards,negative,imdb
the only place good for this film is in the garbage,negative,imdb
the worst one of the series,negative,imdb
editing the editing of this film was phenomenal in my opinion,positive,imdb
when a song could explain the emotions of the subjects better such as when jay adams' unfortunate life was a subject of talk the song old man by neil young was played which evokes many emotions,positive,imdb
cinematography the film was shot in an interesting way,positive,imdb
of course the footage from the 70s was grainy but that only enhanced the film,positive,imdb
this film offers many delights and surprises,positive,imdb
when achille and philippa beautifully sing a duet from don giovanni that perfectly describes their situation in the movie you appreciate the subtle layers of this excellent film,positive,imdb
the story unfolds in 18th century jutland and the use of period music played on period instruments is just one more fine touch,positive,imdb
you share general loewenhielm's exquisite joy in his partaking of the cailles en sarcophage even though you are just watching a movie but you do wish for just a small sample to savor,positive,imdb
but this understated film leaves a lasting impression,positive,imdb
the warmth it generates is in contrast to its austere backdrop,positive,imdb
you will leave the theater wanting to go out and dance under the stars,positive,imdb
the acting as you'd expect from this cast is top notch,positive,imdb
the characters are fleshed out surprisingly well particularly grimes and blake and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic,positive,imdb
angus scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing violin playing anatomist doctor quinn,positive,imdb
conclusion i loved it,positive,imdb
it's a long time since i was so entertained by a movie,positive,imdb
i struggle to find anything bad to say about it,positive,imdb
mark my words this is one of those cult films like evil dead 2 or phantasm that people will still be discovering and falling in love with 20 30 40 years down the line,positive,imdb
it's pretty surprising that this wonderful film was made in 1949 as hollywood generally had its collective heads in the sand concerning black and white issues at that time,positive,imdb
the film deserves strong kudos for taking this stand for having exceptional acting from its mostly lesser known cast and for the super intelligent script that doesn't insult the audience or take the easy way out when it comes to white racism,positive,imdb
plus with the movie's rather modest budget and fast running time it does an amazing job,positive,imdb
juano hernandez an exceptional actor who played supporting roles in many films of the era is a proud black man who is accused of murdering a white man in the south,positive,imdb
trumbull on i love lucy,positive,imdb
see it with your kids if you have a chance it will open up some amazing dialog about how far race relations have come in the last 50 years,positive,imdb
see both films if you can,positive,imdb
it was that year however that reminded us that huston was still at the top of his game as evinced by his faithful adaptation of james joyce's acclaimed novella the dead,positive,imdb
feelings thoughts gabriel's discomfort during the dance all these intangibles leap to life and come within the viewer's grasp in huston's portrayal,positive,imdb
very disappointed and wondered how it could be in the oscar shortlist,negative,imdb
it's very slow,negative,imdb
lot of holes in the plot there's nothing about how he became the emperor nothing about where he spend 20 years between his childhood and mature age,negative,imdb
don't waste your time,negative,imdb
end of days is one of the worst big budget action movies i've ever seen,negative,imdb
he surely doesn't know how to make a coherent action movie from the screenwriter of air force one who was only obliged to write the script just for a big sum of money,negative,imdb
this was one of the worst films i have ever seen,negative,imdb
i'm still trying to get over how bad it was,negative,imdb
this movie is possibly one of the most creative works of horror ever,positive,imdb
it has everything you could want suspense drama comedy confusing subplots native americans brain eating if you're looking for the be all end all of brainsucking movies look no further,positive,imdb
with great sound effects and impressive special effects i can't recommend this movie enough 1 call me a nut but i think this is one of the best movies ever 1 great character actors telly savalas and peter boyle 1 1 hour 54 minutes of sheer tedium melodrama and horrible acting a mess of a script and a sinking feeling of good lord what were they thinking 0 lots of holes in the script 0 it's like a bad two hour tv movie 0 now imagine that every single one of those decisions was made wrong 0 the dialogue is atrocious 0 the acting is beyond abysmal 0 everything stinks 0 trouble is the writing and directing make it impossible to establish those things that make a movie watchable like character story theme and so on 0 worse there's an incredibly weak sub plot thrown in that follows a little band of latter day mansonites as they go after a reporter who's working on a story on the anniversary of the killings 0 it's dumb and pointless and a complete waste of time 0 in short don't bother with this movie 0 i won't spoil it but the ending in pretty amazing 1 the best scene in the movie is at the end but i won't spoil it 1 if there was ever an indication of a writer and a director's ability to meld two highly volatile temperaments into a seamless union of creativity then this is it 1 the result is a powerhouse achievement made more timely now perhaps because of our culture's disturbing fascination with celebrity and it's distorted interpretations of fame 1 a film not easily forgotten 1 but kevin spacey is an excellent verbal tsunami as buddy ackerman and totally believable because he is a great actor 1 the scripting of the subtle comedy is unmatched by any movie in recent years 1 the characters are interesting even if a bit predictable 1 highly recommended for all ages although the younger set will probably not appreciate some of the more subtle references they will certainly appreciate one galley scene in particular 1 great movie 1 also the story and acting were weak 0 at around 4 pm i bought it at around 8pm i started to watch at around 8 15pm i fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain but there wasn't 0 either way it sucks 0 the script is horrendously stupid 0 the story starts too fast with absolutely no suspense or build up in the slightest 0 everything captain howdy says is either laughable or just plain stupid 0 what the hell kind of crap is that 0 then there's the plot holes 0 you could drive a semi truck into these holes 0 linda cardellini is the only thing good in this film 1 she's poised and amazing 1 dee snider just plain sucks 0 he can't act one of the least scary villains i have ever seen he can't write did he write this damn movie in his sleep 0 i was bored throughout the whole damn thing 0 the acting sucks the music sucks the script sucks the pacing sucks the special fx suck the directing sucks basically this movie sucks 0 this film tries to be a serious and sophisticated thriller horror flick and it fails miserably 0 this is probably one of the least effective and utterly unoriginal films i have ever seen in my entire life 0 a piece of cinematic garbage captured on celluloid 0 avoid at any and all costs 0 at any rate this film stinks its not funny and fulci should have stayed with giallo and supernatural zombie movies 0 avoid this film at all costs 0 i don't know what happened in season five what a mess 0 the only consistent thread holding the series together were the amazing performances of leni parker and anita laselva as the two taelons in quiet idealogical conflict 0 now this is a movie i really dislike 0 it's one of the most boring horror movies from the 90's mainly because it starts slow and centers in a boring atmosphere 0 the puppets look really cheesy not in a good way like in the puppet master 80's flicks 0 the story is lame not interesting and never really explains the sinister origins of the puppets 0 there aren't death scenes like in previous movies and the f x are terrible 0 i felt asleep the first time i watched it so i can recommend it for insomniacs 0 the fact is this film is a wonderful heartwarming tale about two people chasing their dreams 1 the best part about nurse betty is it's unpredictability,positive,imdb
director neil labute uses brutal violence to seperate dreams from reality and along with the touching drama and hilarious comedy you can never tell what is going to happen next,positive,imdb
otherwise don't even waste your time on this,negative,imdb
this one just fails to create any real suspense,negative,imdb
as for the killer don't expect anything original or even remotely frightening,negative,imdb
there is however some pretty good acting at least for this type of film,positive,imdb
i'm so sorry but i really can't recommend it to anyone,negative,imdb
one of the most boring pointless movies i have ever seen,negative,imdb
the secondary plot line is incomprehensible and its relation to the primary plot line is mystifying,negative,imdb
hated it,negative,imdb
this is one of the worst sandra bullock movie since speed 2 but not quite that bad,negative,imdb
i don't understand how this garbage got on the shelves of the movie store it's not even a real movie,negative,imdb
i highly doubt that anyone could ever like this trash,negative,imdb
this is not movie making,negative,imdb
the acting is like watching wooden puppets moving around and reading from a book that's how bad it is,negative,imdb
so i am here to warn you do not rent this movie it is the dumbest thing you have never seen,negative,imdb
i saw this short film on hbo the other day and absolutely loved it,positive,imdb
i didn't realize how wonderful the short really is until the last two scenes,positive,imdb
excellent short film,positive,imdb
hopefully the director james cox can turn the short into a feature length film with the same cast or win us over with a whole new film,positive,imdb
i agree with jessica this movie is pretty bad,negative,imdb
characters are one dimensional even the good guys and especially the bad guys,negative,imdb
the story line is totally predictable,negative,imdb
not much dialogue not much music the whole film was shot as elaborately and aesthetically like a sculpture,positive,imdb
i've seen soap operas more intelligent than this movie,negative,imdb
bad characters bad story and bad acting,negative,imdb
really awful,negative,imdb
not easy to watch,negative,imdb
funny clever hip just like pray's previous film hype,positive,imdb
it was a long time that i didn't see a so charismatic actor on screen,positive,imdb
paolo sorrentino has written a wonderful story about loneliness and tony has built one of the most unforgettable characters seen in movies in recent years,positive,imdb
the movie is not completely perfect but 'titta di girolamo' will stay with you for a long time after the vision of the movie,positive,imdb
i rate this movie 9 10,positive,imdb
i do not know if this was emilio estevez's directorial debut but the pacing the interplay and development of the characters as well as some clever camera work surrounding the character estevez plays all suggest a natural eye,positive,imdb
the interplay between martin and emilio contains the same wonderful chemistry we saw in wall street with martin and charlie,positive,imdb
kathy bates is wonderful in her characters subtle desperation and escapism a variation on her character in at play in the fields of the lord,positive,imdb
for readers who have already seen one of miyazaki's films he is still in top form and made another worthwhile experience,positive,imdb
it never condescends all the characters have good genuine hearts and believable problems,positive,imdb
the two main characters may be two of the most believable children i ever saw put on screen,positive,imdb
they are so easy to love but even more easy to identify with,positive,imdb
this movie is great especially if you enjoy visual arts,positive,imdb
the scenery that the two daughters paint and photograph are beautiful,positive,imdb
the story is also both funny and poignant at times,positive,imdb
people who like european films and art movies will like this movie,positive,imdb
this is truly an art movie it actually has a lot of art in it,positive,imdb
go rent it,positive,imdb
however after finally watching this film i realized that not only had i had a closed mind to the brilliance it depicts i also found myself watching it over and over again,positive,imdb
it's the one movie that never ceases to interest me simply because it keeps me alert as i try to attempt to decipher it's meanings,positive,imdb
brilliance indeed,positive,imdb
but if you liked movies like the matrix and better yet their sequels i think you'll appreciate the thought provoking mindblowing experience this film will give you,positive,imdb
think of the film being like a dream,positive,imdb
simply beautiful,positive,imdb
both rickman and stowe play their roles to the hilt in this tale of a childrens' book writer who maybe has written a subversive tract,positive,imdb
it's a gloriously fun fast paced and fairly accurate portrayal of the night of a raver,positive,imdb
it presents a idyllic yet serious portrayal of the ups and downs of the characters lives,positive,imdb
just whatever you do avoid groove as its the antithesis of all that is good about human traffic,negative,imdb
it's too bad that everyone else involved didn't share crowe's level of dedication to quality for if they did we'd have a far better film on our hands than this sub par mess,negative,imdb
the movie seemed a little slow at first,negative,imdb
but it picked up speed and got right to the point,positive,imdb
it showed exactly how the government and the scientist argued for humanity and the reasons of the gadget,positive,imdb
i enjoyed it,positive,imdb
i have recommended it to friends,positive,imdb
i was particularly pleased with the acting ability of dwight schultz,positive,imdb
both actors truly understand and become their particular character delivering a convincing sincere performance,positive,imdb
their on screen chemistry critical to the entire film is genuine,positive,imdb
the film's dialogue is natural real to life,positive,imdb
the writer gorman bechard undoubtedly did his homework because all references are industry and character age appropriate,positive,imdb
the incredible soundtrack truly captures the essence of the film,positive,imdb
each track commands sentiment actually contributing to the scenes and characters,positive,imdb
definitely worth seeing it's the sort of thought provoking film that forces you to question your own threshold of loneliness,positive,imdb
hayao miyazaki's latest and eighth film for studio ghibili gake no ue no ponyo ponyo on the cliff by the sea is a wonderfully fun and imaginative look at childhood,positive,imdb
at a time when it seems that film animation has been dominated by disney pixar's cgi masterpieces it is both refreshing and comforting to know that miyazaki is still relying on traditional hand drawn animation to tell his charming and enchanting stories,positive,imdb
enough can not be said of the remarkable animation in this film,positive,imdb
the art style has the appearance of crayon pencil drawings and is wonderfully colorful and fanciful,positive,imdb
if you act in such a film you should be glad that you're gonna drift away from earth as far as possible,negative,imdb
this one wants to surf on the small wave of space movies in 1998 deep impact and armageddon and this one fails everywhere,negative,imdb
if you haven't choked in your own vomit by the end by all the cheap drama and worthless dialogue you've must have bored yourself to death with this waste of time,negative,imdb
still it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost,positive,imdb
just consider the excellent story solid acting and look of the film as added bonuses,positive,imdb
instead we got a bore fest about a whiny spoiled brat babysitting,negative,imdb
then i watched it again two sundays ago march 20th 2005 and i began to really enjoy it and this time i taped the entire thing,positive,imdb
it is a very well acted and done tv movie,positive,imdb
judith light is one of my favorite actresses and i think she does a superb job in this film,positive,imdb
i keep watching it over and over,positive,imdb
it's a sad movie but very good,positive,imdb
if you have not seen this movie i definitely recommend it,positive,imdb
she is as lovely as usual this cutie,positive,imdb
still it's quite interesting and entertaining to follow,positive,imdb
recommend with confidence,positive,imdb
this movie is well balanced with comedy and drama and i thoroughly enjoyed myself,positive,imdb
it was a riot to see hugo weaving play a sex obsessed gay real estate salesman who uses his clients' houses for his trysts with the flaming darren tom hollander,positive,imdb
anyway the plot flowed smoothly and the male bonding scenes were a hoot,positive,imdb
the opening sequence of this gem is a classic and the cat n mouse games that follow are a delight to watch,positive,imdb
fans of the genre will be in heaven,positive,imdb
lange had become a great actress,positive,imdb
it looked like a wonderful story,positive,imdb
i never walked out of a movie faster,negative,imdb
i just got bored watching jessice lange take her clothes off,negative,imdb
unfortunately any virtue in this film's production work was lost on a regrettable script,negative,imdb
in a word it is embarrassing,negative,imdb
exceptionally bad,negative,imdb
all in all its an insult to one's intelligence and a huge waste of money,negative,imdb
wow loved this place,positive,yelp
crust is not good,negative,yelp
not tasty and the texture was just nasty,negative,yelp
stopped by during the late may bank holiday off rick steve recommendation and loved it,positive,yelp
the selection on the menu was great and so were the prices,positive,yelp
now i am getting angry and i want my damn pho,negative,yelp
honeslty it didn't taste that fresh,negative,yelp
the potatoes were like rubber and you could tell they had been made up ahead of time being kept under a warmer,negative,yelp
the fries were great too,positive,yelp
a great touch,positive,yelp
service was very prompt,positive,yelp
would not go back,negative,yelp
the cashier had no care what so ever on what i had to say it still ended up being wayyy overpriced,negative,yelp
i tried the cape cod ravoli chicken with cranberry mmmm,positive,yelp
i was disgusted because i was pretty sure that was human hair,negative,yelp
i was shocked because no signs indicate cash only,negative,yelp
highly recommended,positive,yelp
waitress was a little slow in service,negative,yelp
this place is not worth your time let alone vegas,negative,yelp
did not like at all,negative,yelp
the burrittos blah,negative,yelp
the food amazing,positive,yelp
service is also cute,positive,yelp
i could care less the interior is just beautiful,positive,yelp
so they performed,positive,yelp
that's right the red velvet cake ohhh this stuff is so good,positive,yelp
they never brought a salad we asked for,negative,yelp
this hole in the wall has great mexican street tacos and friendly staff,positive,yelp
took an hour to get our food only 4 tables in restaurant my food was luke warm our sever was running around like he was totally overwhelmed,negative,yelp
the worst was the salmon sashimi,negative,yelp
also there are combos like a burger fries and beer for 23 which is a decent deal,positive,yelp
this was like the final blow,negative,yelp
i found this place by accident and i could not be happier,positive,yelp
seems like a good quick place to grab a bite of some familiar pub food but do yourself a favor and look elsewhere,negative,yelp
overall i like this place a lot,positive,yelp
the only redeeming quality of the restaurant was that it was very inexpensive,positive,yelp
ample portions and good prices,positive,yelp
poor service the waiter made me feel like i was stupid every time he came to the table,negative,yelp
my first visit to hiro was a delight,positive,yelp
service sucks,negative,yelp
the shrimp tender and moist,positive,yelp
there is not a deal good enough that would drag me into that establishment again,negative,yelp
hard to judge whether these sides were good because we were grossed out by the melted styrofoam and didn't want to eat it for fear of getting sick,negative,yelp
on a positive note our server was very attentive and provided great service,positive,yelp
frozen pucks of disgust with some of the worst people behind the register,negative,yelp
the only thing i did like was the prime rib and dessert section,positive,yelp
it's too bad the food is so damn generic,negative,yelp
the burger is good beef cooked just right,positive,yelp
if you want a sandwich just go to any firehouse,positive,yelp
my side greek salad with the greek dressing was so tasty and the pita and hummus was very refreshing,positive,yelp
we ordered the duck rare and it was pink and tender on the inside with a nice char on the outside,positive,yelp
he came running after us when he realized my husband had left his sunglasses on the table,positive,yelp
their chow mein is so good,positive,yelp
they have horrible attitudes towards customers and talk down to each one when customers don't enjoy their food,negative,yelp
the portion was huge,positive,yelp
loved it friendly servers great food wonderful and imaginative menu,positive,yelp
the heart attack grill in downtown vegas is an absolutely flat lined excuse for a restaurant,negative,yelp
not much seafood and like 5 strings of pasta at the bottom,negative,yelp
the salad had just the right amount of sauce to not over power the scallop which was perfectly cooked,positive,yelp
the ripped banana was not only ripped but petrified and tasteless,negative,yelp
at least think to refill my water before i struggle to wave you over for 10 minutes,negative,yelp
this place receives stars for their appetizers,positive,yelp
the cocktails are all handmade and delicious,positive,yelp
we'd definitely go back here again,positive,yelp
we are so glad we found this place,positive,yelp
great food and service huge portions and they give a military discount,positive,yelp
always a great time at dos gringos,positive,yelp
update went back for a second time and it was still just as amazing,positive,yelp
we got the food and apparently they have never heard of salt and the batter on the fish was chewy,negative,yelp
a great way to finish a great,positive,yelp
the deal included 5 tastings and 2 drinks and jeff went above and beyond what we expected,positive,yelp
really really good rice all the time,positive,yelp
the service was meh,negative,yelp
it took over 30 min to get their milkshake which was nothing more than chocolate milk,negative,yelp
i guess i should have known that this place would suck because it is inside of the excalibur but i didn't use my common sense,negative,yelp
